Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
11,1696512967942,05/10/2023 13:36:07,1696520167942,2,05/10/2023 17:36:07,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,response,no,30719.150999999998,44838.172000000006,44854.84700000002,30719.150999999998,44838.172000000006,44854.84700000002,1,30719.150999999998,14135.696000000025,0,,Rating Scale,Use,7,object-12,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,9
12,1696512967943,05/10/2023 13:36:07,1696520167943,2,05/10/2023 17:36:07,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,2,trial,Screen 1,9lhd9n,1,response,1,43622.85900000001,44838.172000000006,44854.84700000002,43622.85900000001,44838.172000000006,44854.84700000002,1,43622.85900000001,1231.988000000012,0,,Rating Scale,Similarity,9,object-14,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,10
13,1696512968046,05/10/2023 13:36:08,1696520168046,2,05/10/2023 17:36:08,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,116.23399999999674,99.53200000000652,116.23399999999674,116.23399999999674,99.53200000000652,116.23399999999674,1,116.23399999999674,0,0,,Video,Video,2,object-8,trial,book,bok,Bok.mp4,Book 1.jpg,3,,11
14,1696512976288,05/10/2023 13:36:16,1696520176288,2,05/10/2023 17:36:16,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,8369.301000047679,8357.970000000001,8369.301000047679,8369.301000047679,8357.970000000001,8369.301000047679,1,8369.301000047679,0,0,,Click To Continue,Continue Button,10,object-24,trial,book,bok,Bok.mp4,Book 1.jpg,3,,12
15,1696512976289,05/10/2023 13:36:16,1696520176289,2,05/10/2023 17:36:16,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,4046.0139999999956,8357.970000000001,8370.501000095363,4046.0139999999956,8357.970000000001,8370.501000095363,1,4046.0139999999956,4324.487000095367,0,,Rating Scale,Familiarity,5,object-10,trial,book,bok,Bok.mp4,Book 1.jpg,3,,13
16,1696512976290,05/10/2023 13:36:16,1696520176290,2,05/10/2023 17:36:16,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,5727.524999999994,8357.970000000001,8371.201000143046,5727.524999999994,8357.970000000001,8371.201000143046,1,5727.524999999994,2643.676000143052,0,,Rating Scale,Use,7,object-12,trial,book,bok,Bok.mp4,Book 1.jpg,3,,14
17,1696512976290,05/10/2023 13:36:16,1696520176290,2,05/10/2023 17:36:16,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,6976.402999999991,8357.970000000001,8371.900999952311,6976.402999999991,8357.970000000001,8371.900999952311,1,6976.402999999991,1395.4979999523202,0,,Rating Scale,Similarity,9,object-14,trial,book,bok,Bok.mp4,Book 1.jpg,3,,15
18,1696512976645,05/10/2023 13:36:16,1696520176645,2,05/10/2023 17:36:16,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,132.7479999997886,116.04299999977229,132.7479999997886,132.7479999997886,116.04299999977229,132.7479999997886,1,132.7479999997886,0,0,,Video,Video,2,object-8,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,16
19,1696512984594,05/10/2023 13:36:24,1696520184594,2,05/10/2023 17:36:24,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,8317.731000143045,8308.364000000001,8317.731000143045,8317.731000143045,8308.364000000001,8317.731000143045,1,8317.731000143045,0,0,,Click To Continue,Continue Button,10,object-24,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,17
20,1696512984610,05/10/2023 13:36:24,1696520184610,2,05/10/2023 17:36:24,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,4428.981999999989,8308.364000000001,8325.002999999997,4428.981999999989,8308.364000000001,8325.002999999997,1,4428.981999999989,3896.021000000008,0,,Rating Scale,Familiarity,5,object-10,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,18
21,1696512984612,05/10/2023 13:36:24,1696520184612,2,05/10/2023 17:36:24,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,4,trial,Screen 1,9lhd9n,1,response,yes,5727.557000000001,8308.364000000001,8325.002999999997,5727.557000000001,8308.364000000001,8325.002999999997,1,5727.557000000001,2597.4459999999963,0,,Rating Scale,Use,7,object-12,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,19
22,1696512984614,05/10/2023 13:36:24,1696520184614,2,05/10/2023 17:36:24,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,7209.671000000002,8308.364000000001,8325.002999999997,7209.671000000002,8308.364000000001,8325.002999999997,1,7209.671000000002,1115.3319999999949,0,,Rating Scale,Similarity,9,object-14,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,20
23,1696512984717,05/10/2023 13:36:24,1696520184717,2,05/10/2023 17:36:24,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,5,trial,Screen 1,9lhd9n,1,info,Video start,130.63300009536,116.44199999998091,130.63300009536,130.63300009536,116.44199999998091,130.63300009536,1,130.63300009536,0,0,,Video,Video,2,object-8,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,21
24,1696512994770,05/10/2023 13:36:34,1696520194770,2,05/10/2023 17:36:34,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,5,trial,Screen 1,9lhd9n,1,continue,,10184.566999952309,10173.255000000005,10184.566999952309,10184.566999952309,10173.255000000005,10184.566999952309,1,10184.566999952309,0,0,,Click To Continue,Continue Button,10,object-24,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,22
25,1696512994778,05/10/2023 13:36:34,1696520194778,2,05/10/2023 17:36:34,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,5328.242999999988,10173.255000000005,10190.084000000003,5328.242999999988,10173.255000000005,10190.084000000003,1,5328.242999999988,4861.841000000015,0,,Rating Scale,Familiarity,5,object-10,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,23
26,1696512994780,05/10/2023 13:36:34,1696520194780,2,05/10/2023 17:36:34,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,5,trial,Screen 1,9lhd9n,1,response,yes,6959.695000000007,10173.255000000005,10190.084000000003,6959.695000000007,10173.255000000005,10190.084000000003,1,6959.695000000007,3230.3889999999956,0,,Rating Scale,Use,7,object-12,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,24
27,1696512994781,05/10/2023 13:36:34,1696520194781,2,05/10/2023 17:36:34,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,9040.813999999984,10173.255000000005,10190.084000000003,9040.813999999984,10173.255000000005,10190.084000000003,1,9040.813999999984,1149.2700000000186,0,,Rating Scale,Similarity,9,object-14,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,25
28,1696512995145,05/10/2023 13:36:35,1696520195145,2,05/10/2023 17:36:35,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,6,trial,Screen 1,9lhd9n,1,info,Video start,147.43300009535534,131.00299999988056,147.43300009535534,147.43300009535534,131.00299999988056,147.43300009535534,1,147.43300009535534,0,0,,Video,Video,2,object-8,trial,change,endring,Endring.mp4,Change 1.jpg,6,,26
29,1696513009960,05/10/2023 13:36:49,1696520209960,2,05/10/2023 17:36:49,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,6,trial,Screen 1,9lhd9n,1,continue,,15201.116999999998,15184.579999999987,15201.116999999998,15201.116999999998,15184.579999999987,15201.116999999998,1,15201.116999999998,0,0,,Click To Continue,Continue Button,10,object-24,trial,change,endring,Endring.mp4,Change 1.jpg,6,,27
30,1696513009971,05/10/2023 13:36:49,1696520209971,2,05/10/2023 17:36:49,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,6,trial,Screen 1,9lhd9n,1,response,7,11155.560999999987,15184.579999999987,15201.116999999998,11155.560999999987,15184.579999999987,15201.116999999998,1,11155.560999999987,4045.5560000000114,0,,Rating Scale,Familiarity,5,object-10,trial,change,endring,Endring.mp4,Change 1.jpg,6,,28
31,1696513009974,05/10/2023 13:36:49,1696520209974,2,05/10/2023 17:36:49,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,6,trial,Screen 1,9lhd9n,1,response,yes,12504.165999999997,15184.579999999987,15201.116999999998,12504.165999999997,15184.579999999987,15201.116999999998,1,12504.165999999997,2696.951000000001,0,,Rating Scale,Use,7,object-12,trial,change,endring,Endring.mp4,Change 1.jpg,6,,29
32,1696513009976,05/10/2023 13:36:49,1696520209976,2,05/10/2023 17:36:49,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,6,trial,Screen 1,9lhd9n,1,response,1,14185.815000000002,15184.579999999987,15201.116999999998,14185.815000000002,15184.579999999987,15201.116999999998,1,14185.815000000002,1015.301999999996,0,,Rating Scale,Similarity,9,object-14,trial,change,endring,Endring.mp4,Change 1.jpg,6,,30
33,1696513010074,05/10/2023 13:36:50,1696520210074,2,05/10/2023 17:36:50,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,7,trial,Screen 1,9lhd9n,1,info,Video start,130.37900004768443,116.48099999999977,130.37900004768443,130.37900004768443,116.48099999999977,130.37900004768443,1,130.37900004768443,0,0,,Video,Video,2,object-8,trial,family,familie,Familie.mp4,Family 1.jpg,7,,31
34,1696513028431,05/10/2023 13:37:08,1696520228431,2,05/10/2023 17:37:08,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,7,trial,Screen 1,9lhd9n,1,continue,,18488.332000095368,18481.649000000005,18488.332000095368,18488.332000095368,18481.649000000005,18488.332000095368,1,18488.332000095368,0,0,,Click To Continue,Continue Button,10,object-24,trial,family,familie,Familie.mp4,Family 1.jpg,7,,32
35,1696513028440,05/10/2023 13:37:08,1696520228440,2,05/10/2023 17:37:08,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,14135.644,18481.649000000005,18496.532000143052,14135.644,18481.649000000005,18496.532000143052,1,14135.644,4360.888000143052,0,,Rating Scale,Familiarity,5,object-10,trial,family,familie,Familie.mp4,Family 1.jpg,7,,33
36,1696513028442,05/10/2023 13:37:08,1696520228442,2,05/10/2023 17:37:08,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,7,trial,Screen 1,9lhd9n,1,response,yes,15684.548999999999,18481.649000000005,18498.391000000003,15684.548999999999,18481.649000000005,18498.391000000003,1,15684.548999999999,2813.842000000004,0,,Rating Scale,Use,7,object-12,trial,family,familie,Familie.mp4,Family 1.jpg,7,,34
37,1696513028444,05/10/2023 13:37:08,1696520228444,2,05/10/2023 17:37:08,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,7,trial,Screen 1,9lhd9n,1,response,3,17232.62400000001,18481.649000000005,18498.391000000003,17232.62400000001,18481.649000000005,18498.391000000003,1,17232.62400000001,1265.7669999999925,0,,Rating Scale,Similarity,9,object-14,trial,family,familie,Familie.mp4,Family 1.jpg,7,,35
38,1696513028807,05/10/2023 13:37:08,1696520228807,2,05/10/2023 17:37:08,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,8,trial,Screen 1,9lhd9n,1,info,Video start,150.0209999523121,135.33999999964726,150.0209999523121,150.0209999523121,135.33999999964726,150.0209999523121,1,150.0209999523121,0,0,,Video,Video,2,object-8,trial,color,farge,Farge.mp4,Color 1.jpg,8,,36
39,1696513040085,05/10/2023 13:37:20,1696520240085,2,05/10/2023 17:37:20,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,8,trial,Screen 1,9lhd9n,1,continue,,11660.48300004768,11654.660000000003,11660.48300004768,11660.48300004768,11654.660000000003,11660.48300004768,1,11660.48300004768,0,0,,Click To Continue,Continue Button,10,object-24,trial,color,farge,Farge.mp4,Color 1.jpg,8,,37
40,1696513040095,05/10/2023 13:37:20,1696520240095,2,05/10/2023 17:37:20,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,5611.019,11654.660000000003,11669.883000143047,5611.019,11654.660000000003,11669.883000143047,1,5611.019,6058.864000143047,0,,Rating Scale,Familiarity,5,object-10,trial,color,farge,Farge.mp4,Color 1.jpg,8,,38
41,1696513040097,05/10/2023 13:37:20,1696520240097,2,05/10/2023 17:37:20,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,8,trial,Screen 1,9lhd9n,1,response,yes,6793.179999999993,11654.660000000003,11671.330000000016,6793.179999999993,11654.660000000003,11671.330000000016,1,6793.179999999993,4878.150000000023,0,,Rating Scale,Use,7,object-12,trial,color,farge,Farge.mp4,Color 1.jpg,8,,39
42,1696513040099,05/10/2023 13:37:20,1696520240099,2,05/10/2023 17:37:20,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,10605.929999999993,11654.660000000003,11671.330000000016,10605.929999999993,11654.660000000003,11671.330000000016,1,10605.929999999993,1065.4000000000233,0,,Rating Scale,Similarity,9,object-14,trial,color,farge,Farge.mp4,Color 1.jpg,8,,40
43,1696513040464,05/10/2023 13:37:20,1696520240464,2,05/10/2023 17:37:20,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,9,trial,Screen 1,9lhd9n,1,info,Video start,145.0850001430435,131.51700000002165,145.0850001430435,145.0850001430435,131.51700000002165,145.0850001430435,1,145.0850001430435,0,0,,Video,Video,2,object-8,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,41
44,1696513050593,05/10/2023 13:37:30,1696520250593,2,05/10/2023 17:37:30,142915,11,task-qcg3,,32051717,qxs606vf,9479413,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1280x720,1263x897,Accepted,,0,familiarity ratings,27,Not on phone,Accepted,,list1,survey_list,9,trial,Screen 1,9lhd9n,1,continue,,10513.223000143043,10506.081000000006,10513.223000143043,10513.223000143043,10506.081000000006,10513.223000143043,1,10513.223000143043,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,42
