Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: item,Spreadsheet: nsl_id_gloss,Spreadsheet: norsk_video,Spreadsheet: picture_name,Spreadsheet: trial_number,Manipulation: Spreadsheet,Store: progress
11,1698222709482,25/10/2023 08:31:49,1698229909482,2,25/10/2023 12:31:49,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,response,yes,16088.851999999999,22213.790999999997,22227.85899998808,16088.851999999999,22213.790999999997,22227.85899998808,1,16088.851999999999,6139.00699998808,0,,Rating Scale,Use,7,object-12,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,9
12,1698222709482,25/10/2023 08:31:49,1698229909482,2,25/10/2023 12:31:49,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,2,trial,Screen 1,9lhd9n,1,response,4,21095.771,22213.790999999997,22228.258999964237,21095.771,22213.790999999997,22228.258999964237,1,21095.771,1132.4879999642362,0,,Rating Scale,Similarity,9,object-14,trial,flower,blomst,Blomst.mp4,Flower 1.jpg,2,,10
13,1698222709577,25/10/2023 08:31:49,1698229909577,2,25/10/2023 12:31:49,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,info,Video start,108.88199996423943,100.30800000000454,108.88199996423943,108.88199996423943,100.30800000000454,108.88199996423943,1,108.88199996423943,0,0,,Video,Video,2,object-8,trial,book,bok,Bok.mp4,Book 1.jpg,3,,11
14,1698222716141,25/10/2023 08:31:56,1698229916141,2,25/10/2023 12:31:56,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,continue,,6673.1679999523185,6659.32,6673.1679999523185,6673.1679999523185,6659.32,6673.1679999523185,1,6673.1679999523185,0,0,,Click To Continue,Continue Button,10,object-24,trial,book,bok,Bok.mp4,Book 1.jpg,3,,12
15,1698222716141,25/10/2023 08:31:56,1698229916141,2,25/10/2023 12:31:56,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,3471.724000000002,6659.32,6673.467999964239,3471.724000000002,6659.32,6673.467999964239,1,3471.724000000002,3201.7439999642374,0,,Rating Scale,Familiarity,5,object-10,trial,book,bok,Bok.mp4,Book 1.jpg,3,,13
16,1698222716142,25/10/2023 08:31:56,1698229916142,2,25/10/2023 12:31:56,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,yes,4423.072,6659.32,6673.868000000002,4423.072,6659.32,6673.868000000002,1,4423.072,2250.796000000002,0,,Rating Scale,Use,7,object-12,trial,book,bok,Bok.mp4,Book 1.jpg,3,,14
17,1698222716142,25/10/2023 08:31:56,1698229916142,2,25/10/2023 12:31:56,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,3,trial,Screen 1,9lhd9n,1,response,7,6041.617000000006,6659.32,6674.1679999523185,6041.617000000006,6659.32,6674.1679999523185,1,6041.617000000006,632.5509999523128,0,,Rating Scale,Similarity,9,object-14,trial,book,bok,Bok.mp4,Book 1.jpg,3,,15
18,1698222716235,25/10/2023 08:31:56,1698229916235,2,25/10/2023 12:31:56,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,info,Video start,107.4670000000025,100.24599999999919,107.4670000000025,107.4670000000025,100.24599999999919,107.4670000000025,1,107.4670000000025,0,0,,Video,Video,2,object-8,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,16
19,1698222728118,25/10/2023 08:32:08,1698229928118,2,25/10/2023 12:32:08,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,continue,,11989.747999988082,11983.424999999996,11989.747999988082,11989.747999988082,11983.424999999996,11989.747999988082,1,11989.747999988082,0,0,,Click To Continue,Continue Button,10,object-24,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,17
20,1698222728130,25/10/2023 08:32:08,1698229928130,2,25/10/2023 12:32:08,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,7,3588.5260000000053,11983.424999999996,12000.348999999995,3588.5260000000053,11983.424999999996,12000.348999999995,1,3588.5260000000053,8411.82299999999,0,,Rating Scale,Familiarity,5,object-10,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,18
21,1698222728132,25/10/2023 08:32:08,1698229928132,2,25/10/2023 12:32:08,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,yes,6809.250000000007,11983.424999999996,12000.348999999995,6809.250000000007,11983.424999999996,12000.348999999995,1,6809.250000000007,5191.098999999987,0,,Rating Scale,Use,7,object-12,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,19
22,1698222728133,25/10/2023 08:32:08,1698229928133,2,25/10/2023 12:32:08,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,4,trial,Screen 1,9lhd9n,1,response,1,9029.341999999997,11983.424999999996,12000.348999999995,9029.341999999997,11983.424999999996,12000.348999999995,1,9029.341999999997,2971.006999999998,0,,Rating Scale,Similarity,9,object-14,trial,magazine,dagbladet,Dagbladet.mp4,Magazine 1.jpg,4,,20
23,1698222728221,25/10/2023 08:32:08,1698229928221,2,25/10/2023 12:32:08,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,info,Video start,110.12699996424408,99.91300000000047,110.12699996424408,110.12699996424408,99.91300000000047,110.12699996424408,1,110.12699996424408,0,0,,Video,Video,2,object-8,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,21
24,1698222735684,25/10/2023 08:32:15,1698229935684,2,25/10/2023 12:32:15,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,continue,,7573.722999964244,7560.201000000001,7573.722999964244,7573.722999964244,7560.201000000001,7573.722999964244,1,7573.722999964244,0,0,,Click To Continue,Continue Button,10,object-24,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,22
25,1698222735684,25/10/2023 08:32:15,1698229935684,2,25/10/2023 12:32:15,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,2737.069000000003,7560.201000000001,7574.123000000007,2737.069000000003,7560.201000000001,7574.123000000007,1,2737.069000000003,4837.054000000004,0,,Rating Scale,Familiarity,5,object-10,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,23
26,1698222735685,25/10/2023 08:32:15,1698229935685,2,25/10/2023 12:32:15,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,response,yes,3387.7820000000065,7560.201000000001,7574.222999964244,3387.7820000000065,7560.201000000001,7574.222999964244,1,3387.7820000000065,4186.440999964238,0,,Rating Scale,Use,7,object-12,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,24
27,1698222735685,25/10/2023 08:32:15,1698229935685,2,25/10/2023 12:32:15,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,5,trial,Screen 1,9lhd9n,1,response,7,6826.049000000014,7560.201000000001,7574.522999976165,6826.049000000014,7560.201000000001,7574.522999976165,1,6826.049000000014,748.4739999761514,0,,Rating Scale,Similarity,9,object-14,trial,doll,dukke,Dukke.mp4,Doll 1.jpg,5,,25
28,1698222735780,25/10/2023 08:32:15,1698229935780,2,25/10/2023 12:32:15,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,info,Video start,109.052999988085,100.13200000001234,109.052999988085,109.052999988085,100.13200000001234,109.052999988085,1,109.052999988085,0,0,,Video,Video,2,object-8,trial,change,endring,Endring.mp4,Change 1.jpg,6,,26
29,1698222748462,25/10/2023 08:32:28,1698229948462,2,25/10/2023 12:32:28,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,continue,,12792.422000000006,12784.381000000008,12792.422000000006,12792.422000000006,12784.381000000008,12792.422000000006,1,12792.422000000006,0,0,,Click To Continue,Continue Button,10,object-24,trial,change,endring,Endring.mp4,Change 1.jpg,6,,27
30,1698222748465,25/10/2023 08:32:28,1698229948465,2,25/10/2023 12:32:28,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,response,7,5424.354000000007,12784.381000000008,12794.922000000006,5424.354000000007,12784.381000000008,12794.922000000006,1,5424.354000000007,7370.567999999999,0,,Rating Scale,Familiarity,5,object-10,trial,change,endring,Endring.mp4,Change 1.jpg,6,,28
31,1698222748466,25/10/2023 08:32:28,1698229948466,2,25/10/2023 12:32:28,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,response,yes,6258.697,12784.381000000008,12795.521999964243,6258.697,12784.381000000008,12795.521999964243,1,6258.697,6536.824999964243,0,,Rating Scale,Use,7,object-12,trial,change,endring,Endring.mp4,Change 1.jpg,6,,29
32,1698222748466,25/10/2023 08:32:28,1698229948466,2,25/10/2023 12:32:28,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,6,trial,Screen 1,9lhd9n,1,response,1,12283.698000000004,12784.381000000008,12796.321999976164,12283.698000000004,12784.381000000008,12796.321999976164,1,12283.698000000004,512.6239999761601,0,,Rating Scale,Similarity,9,object-14,trial,change,endring,Endring.mp4,Change 1.jpg,6,,30
33,1698222748563,25/10/2023 08:32:28,1698229948563,2,25/10/2023 12:32:28,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,info,Video start,107.98999996423466,100.28500000000349,107.98999996423466,107.98999996423466,100.28500000000349,107.98999996423466,1,107.98999996423466,0,0,,Video,Video,2,object-8,trial,family,familie,Familie.mp4,Family 1.jpg,7,,31
34,1698222756245,25/10/2023 08:32:36,1698229956245,2,25/10/2023 12:32:36,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,continue,,7790.140999964235,7777.4389999999985,7790.140999964235,7790.140999964235,7777.4389999999985,7790.140999964235,1,7790.140999964235,0,0,,Click To Continue,Continue Button,10,object-24,trial,family,familie,Familie.mp4,Family 1.jpg,7,,32
35,1698222756246,25/10/2023 08:32:36,1698229956246,2,25/10/2023 12:32:36,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,response,7,5040.300999999992,7777.4389999999985,7791.440999976156,5040.300999999992,7777.4389999999985,7791.440999976156,1,5040.300999999992,2751.1399999761634,0,,Rating Scale,Familiarity,5,object-10,trial,family,familie,Familie.mp4,Family 1.jpg,7,,33
36,1698222756247,25/10/2023 08:32:36,1698229956247,2,25/10/2023 12:32:36,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,response,yes,5557.6919999999955,7777.4389999999985,7792.640999964235,5557.6919999999955,7777.4389999999985,7792.640999964235,1,5557.6919999999955,2234.948999964239,0,,Rating Scale,Use,7,object-12,trial,family,familie,Familie.mp4,Family 1.jpg,7,,34
37,1698222756248,25/10/2023 08:32:36,1698229956248,2,25/10/2023 12:32:36,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,7,trial,Screen 1,9lhd9n,1,response,1,7460.565999999992,7777.4389999999985,7793.7409999880765,7460.565999999992,7777.4389999999985,7793.7409999880765,1,7460.565999999992,333.1749999880849,0,,Rating Scale,Similarity,9,object-14,trial,family,familie,Familie.mp4,Family 1.jpg,7,,35
38,1698222756340,25/10/2023 08:32:36,1698229956340,2,25/10/2023 12:32:36,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,info,Video start,107.68099998807803,100.06500000000233,107.68099998807803,107.68099998807803,100.06500000000233,107.68099998807803,1,107.68099998807803,0,0,,Video,Video,2,object-8,trial,color,farge,Farge.mp4,Color 1.jpg,8,,36
39,1698222764955,25/10/2023 08:32:44,1698229964955,2,25/10/2023 12:32:44,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,continue,,8723.001999976157,8712.202000000005,8723.001999976157,8723.001999976157,8712.202000000005,8723.001999976157,1,8723.001999976157,0,0,,Click To Continue,Continue Button,10,object-24,trial,color,farge,Farge.mp4,Color 1.jpg,8,,37
40,1698222764958,25/10/2023 08:32:44,1698229964958,2,25/10/2023 12:32:44,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,3037.703999999998,8712.202000000005,8726.301999988078,3037.703999999998,8712.202000000005,8726.301999988078,1,3037.703999999998,5688.59799998808,0,,Rating Scale,Familiarity,5,object-10,trial,color,farge,Farge.mp4,Color 1.jpg,8,,38
41,1698222764958,25/10/2023 08:32:44,1698229964958,2,25/10/2023 12:32:44,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,response,yes,3788.798999999999,8712.202000000005,8726.701999964236,3788.798999999999,8712.202000000005,8726.701999964236,1,3788.798999999999,4937.902999964237,0,,Rating Scale,Use,7,object-12,trial,color,farge,Farge.mp4,Color 1.jpg,8,,39
42,1698222764959,25/10/2023 08:32:44,1698229964959,2,25/10/2023 12:32:44,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,8,trial,Screen 1,9lhd9n,1,response,7,6826.118000000002,8712.202000000005,8727.101999999999,6826.118000000002,8712.202000000005,8727.101999999999,1,6826.118000000002,1900.9839999999967,0,,Rating Scale,Similarity,9,object-14,trial,color,farge,Farge.mp4,Color 1.jpg,8,,40
43,1698222765052,25/10/2023 08:32:45,1698229965052,2,25/10/2023 12:32:45,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,info,Video start,107.35999996423139,100.28800000000047,107.35999996423139,107.35999996423139,100.28800000000047,107.35999996423139,1,107.35999996423139,0,0,,Video,Video,2,object-8,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,41
44,1698222770944,25/10/2023 08:32:50,1698229970944,2,25/10/2023 12:32:50,142915,16,task-qcg3,,32477931,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,familiarity ratings,30,Not on phone,Accepted,,survey_list,9,trial,Screen 1,9lhd9n,1,continue,,6000.1999999523105,5991.372999999992,6000.1999999523105,6000.1999999523105,5991.372999999992,6000.1999999523105,1,6000.1999999523105,0,0,,Click To Continue,Continue Button,10,object-24,trial,engagement,forlovet,Forlovet.mp4,Engagement 1.jpg,9,,42
