Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
11,1698222259516,25/10/2023 08:24:19,1698229459516,2,25/10/2023 12:24:19,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1001.7269999761593,1001.3400000000001,1001.7269999761593,1001.7269999761593,1001.3400000000001,1001.7269999761593,0,1001.7269999761593,0,0,,Time Limit,screen,0,screen,nomatch,Sneeze 1.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
12,1698222259817,25/10/2023 08:24:19,1698229459817,2,25/10/2023 12:24:19,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 3,d73ena,3,timedOut,,300.987000000001,300.65400000000227,300.987000000001,300.987000000001,300.65400000000227,300.987000000001,1,300.987000000001,0,0,,Time Limit,screen,0,screen,nomatch,Sneeze 1.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
13,1698222259825,25/10/2023 08:24:19,1698229459825,2,25/10/2023 12:24:19,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,info,Video start,8.138999976156862,0,8.138999976156862,8.138999976156862,0,8.138999976156862,0,8.138999976156862,0,0,,Video,video,1,object-204,nomatch,Sneeze 1.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
14,1698222262521,25/10/2023 08:24:22,1698229462521,2,25/10/2023 12:24:22,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,2703.7449999999953,2686.9709999999977,2703.7449999999953,2703.7449999999953,2686.9709999999977,2703.7449999999953,0,2703.7449999999953,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Sneeze 1.jpg,Knyte.mp4,different,different,na,68,foil,1,,,
15,1698222263005,25/10/2023 08:24:23,1698229463005,2,25/10/2023 12:24:23,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,match,Screen 1,nmofvp,1,continue,,500.79699999999866,500.79699999999866,500.79699999999866,500.79699999999866,500.79699999999866,500.79699999999866,1,500.79699999999866,0,0,,Fixation Timing,,1,object-167,match,Book 1.jpg,Bok.mp4,same,different,book,26,target,1,,,
16,1698222264005,25/10/2023 08:24:24,1698229464005,2,25/10/2023 12:24:24,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,match,Screen 2,pevo7u,2,timedOut,,1001.8650000119233,1001.1949999999997,1001.8650000119233,1001.8650000119233,1001.1949999999997,1001.8650000119233,0,1001.8650000119233,0,0,,Time Limit,screen,0,screen,match,Book 1.jpg,Bok.mp4,same,different,book,26,target,1,,,
17,1698222264306,25/10/2023 08:24:24,1698229464306,2,25/10/2023 12:24:24,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,match,Screen 3,z1irvt,3,timedOut,,301.0699999880817,300.4150000000009,301.0699999880817,301.0699999880817,300.4150000000009,301.0699999880817,1,301.0699999880817,0,0,,Time Limit,screen,0,screen,match,Book 1.jpg,Bok.mp4,same,different,book,26,target,1,,,
18,1698222264331,25/10/2023 08:24:24,1698229464331,2,25/10/2023 12:24:24,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,match,Screen 4,9wlxvm,4,info,Video start,26.04299998808082,16.697000000000116,26.04299998808082,26.04299998808082,16.697000000000116,26.04299998808082,1,26.04299998808082,0,0,,Video,video,1,object-178,match,Book 1.jpg,Bok.mp4,same,different,book,26,target,1,,,
19,1698222267370,25/10/2023 08:24:27,1698229467370,2,25/10/2023 12:24:27,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,match,Screen 4,9wlxvm,4,response,match,3065.054999964239,3054.457000000002,3065.054999964239,3065.054999964239,3054.457000000002,3065.054999964239,1,3065.054999964239,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Book 1.jpg,Bok.mp4,same,different,book,26,target,1,,,
20,1698222267861,25/10/2023 08:24:27,1698229467861,2,25/10/2023 12:24:27,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,3,match,Screen 1,nmofvp,1,continue,,500.5060000000012,500.5060000000012,500.5060000000012,500.5060000000012,500.5060000000012,500.5060000000012,1,500.5060000000012,0,0,,Fixation Timing,,1,object-167,match,Come 1.jpg,Komme.mp4,same,different,come,14,target,1,,,
21,1698222268862,25/10/2023 08:24:28,1698229468862,2,25/10/2023 12:24:28,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,3,match,Screen 2,pevo7u,2,timedOut,,1002.2920000119193,1001.5489999999991,1002.2920000119193,1002.2920000119193,1001.5489999999991,1002.2920000119193,0,1002.2920000119193,0,0,,Time Limit,screen,0,screen,match,Come 1.jpg,Komme.mp4,same,different,come,14,target,1,,,
22,1698222269163,25/10/2023 08:24:29,1698229469163,2,25/10/2023 12:24:29,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,3,match,Screen 3,z1irvt,3,timedOut,,301.0429999642365,300.4360000000015,301.0429999642365,301.0429999642365,300.4360000000015,301.0429999642365,1,301.0429999642365,0,0,,Time Limit,screen,0,screen,match,Come 1.jpg,Komme.mp4,same,different,come,14,target,1,,,
23,1698222269186,25/10/2023 08:24:29,1698229469186,2,25/10/2023 12:24:29,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,3,match,Screen 4,9wlxvm,4,info,Video start,23.73699997615593,16.497999999999593,23.73699997615593,23.73699997615593,16.497999999999593,23.73699997615593,1,23.73699997615593,0,0,,Video,video,1,object-178,match,Come 1.jpg,Komme.mp4,same,different,come,14,target,1,,,
24,1698222271520,25/10/2023 08:24:31,1698229471520,2,25/10/2023 12:24:31,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,3,match,Screen 4,9wlxvm,4,response,match,2358.006999999998,2353.3719999999958,2358.006999999998,2358.006999999998,2353.3719999999958,2358.006999999998,1,2358.006999999998,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Come 1.jpg,Komme.mp4,same,different,come,14,target,1,,,
25,1698222272017,25/10/2023 08:24:32,1698229472017,2,25/10/2023 12:24:32,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,4,match,Screen 1,nmofvp,1,continue,,500.5630000000019,500.5630000000019,500.5630000000019,500.5630000000019,500.5630000000019,500.5630000000019,1,500.5630000000019,0,0,,Fixation Timing,,1,object-167,match,Show 2.jpg,Vise.mp4,same,different,show,19,target,1,,,
26,1698222273018,25/10/2023 08:24:33,1698229473018,2,25/10/2023 12:24:33,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,4,match,Screen 2,pevo7u,2,timedOut,,1002.0720000000001,1001.377999999997,1002.0720000000001,1002.0720000000001,1001.377999999997,1002.0720000000001,0,1002.0720000000001,0,0,,Time Limit,screen,0,screen,match,Show 2.jpg,Vise.mp4,same,different,show,19,target,1,,,
27,1698222273318,25/10/2023 08:24:33,1698229473318,2,25/10/2023 12:24:33,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,4,match,Screen 3,z1irvt,3,timedOut,,301.0939999761613,300.43100000000413,301.0939999761613,301.0939999761613,300.43100000000413,301.0939999761613,1,301.0939999761613,0,0,,Time Limit,screen,0,screen,match,Show 2.jpg,Vise.mp4,same,different,show,19,target,1,,,
28,1698222273329,25/10/2023 08:24:33,1698229473329,2,25/10/2023 12:24:33,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,4,match,Screen 4,9wlxvm,4,info,Video start,11.093999976157152,0,11.093999976157152,11.093999976157152,0,11.093999976157152,1,11.093999976157152,0,0,,Video,video,1,object-178,match,Show 2.jpg,Vise.mp4,same,different,show,19,target,1,,,
29,1698222275945,25/10/2023 08:24:35,1698229475945,2,25/10/2023 12:24:35,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,4,match,Screen 4,9wlxvm,4,response,nomatch,2626.962999988078,2620.089,2626.962999988078,2626.962999988078,2620.089,2626.962999988078,1,2626.962999988078,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Show 2.jpg,Vise.mp4,same,different,show,19,target,1,,,
30,1698222276439,25/10/2023 08:24:36,1698229476439,2,25/10/2023 12:24:36,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,5,match,Screen 1,nmofvp,1,continue,,500.9259999999995,500.9259999999995,500.9259999999995,500.9259999999995,500.9259999999995,500.9259999999995,1,500.9259999999995,0,0,,Fixation Timing,,1,object-167,match,Run 2.jpg,Løpe.mp4,same,different,run,43,target,1,,,
31,1698222277440,25/10/2023 08:24:37,1698229477440,2,25/10/2023 12:24:37,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,5,match,Screen 2,pevo7u,2,timedOut,,1001.3479999642368,1001.0679999999993,1001.3479999642368,1001.3479999642368,1001.0679999999993,1001.3479999642368,0,1001.3479999642368,0,0,,Time Limit,screen,0,screen,match,Run 2.jpg,Løpe.mp4,same,different,run,43,target,1,,,
32,1698222277741,25/10/2023 08:24:37,1698229477741,2,25/10/2023 12:24:37,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,5,match,Screen 3,z1irvt,3,timedOut,,301.1800000000003,300.65200000000186,301.1800000000003,301.1800000000003,300.65200000000186,301.1800000000003,1,301.1800000000003,0,0,,Time Limit,screen,0,screen,match,Run 2.jpg,Løpe.mp4,same,different,run,43,target,1,,,
33,1698222277752,25/10/2023 08:24:37,1698229477752,2,25/10/2023 12:24:37,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,5,match,Screen 4,9wlxvm,4,info,Video start,11.5899999880775,0,11.5899999880775,11.5899999880775,0,11.5899999880775,1,11.5899999880775,0,0,,Video,video,1,object-178,match,Run 2.jpg,Løpe.mp4,same,different,run,43,target,1,,,
34,1698222279804,25/10/2023 08:24:39,1698229479804,2,25/10/2023 12:24:39,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,5,match,Screen 4,9wlxvm,4,response,match,2063.4279999761566,2052.811999999998,2063.4279999761566,2063.4279999761566,2052.811999999998,2063.4279999761566,1,2063.4279999761566,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Run 2.jpg,Løpe.mp4,same,different,run,43,target,1,,,
35,1698222280295,25/10/2023 08:24:40,1698229480295,2,25/10/2023 12:24:40,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 1,8mz8sc,1,continue,,500.6200000000026,500.6200000000026,500.6200000000026,500.6200000000026,500.6200000000026,500.6200000000026,1,500.6200000000026,0,0,,Fixation Timing,,1,object-186,nomatch,Sail 2.jpg,Bekymre.mp4,different,different,na,66,foil,1,,,
36,1698222281296,25/10/2023 08:24:41,1698229481296,2,25/10/2023 12:24:41,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1002.0959999999977,1001.3539999999994,1002.0959999999977,1002.0959999999977,1001.3539999999994,1002.0959999999977,0,1002.0959999999977,0,0,,Time Limit,screen,0,screen,nomatch,Sail 2.jpg,Bekymre.mp4,different,different,na,66,foil,1,,,
37,1698222281597,25/10/2023 08:24:41,1698229481597,2,25/10/2023 12:24:41,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 3,d73ena,3,timedOut,,301.44199998807744,300.3070000000007,301.44199998807744,301.44199998807744,300.3070000000007,301.44199998807744,1,301.44199998807744,0,0,,Time Limit,screen,0,screen,nomatch,Sail 2.jpg,Bekymre.mp4,different,different,na,66,foil,1,,,
38,1698222281604,25/10/2023 08:24:41,1698229481604,2,25/10/2023 12:24:41,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 4,kfk7dt,4,info,Video start,8.390999988076743,0,8.390999988076743,8.390999988076743,0,8.390999988076743,0,8.390999988076743,0,0,,Video,video,1,object-204,nomatch,Sail 2.jpg,Bekymre.mp4,different,different,na,66,foil,1,,,
39,1698222284229,25/10/2023 08:24:44,1698229484229,2,25/10/2023 12:24:44,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,2633.534999964235,2620.423999999999,2633.534999964235,2633.534999964235,2620.423999999999,2633.534999964235,0,2633.534999964235,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Sail 2.jpg,Bekymre.mp4,different,different,na,66,foil,1,,,
40,1698222284718,25/10/2023 08:24:44,1698229484718,2,25/10/2023 12:24:44,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,6,match,Screen 1,nmofvp,1,continue,,500.7549999999974,500.7549999999974,500.7549999999974,500.7549999999974,500.7549999999974,500.7549999999974,1,500.7549999999974,0,0,,Fixation Timing,,1,object-167,match,East 1.jpg,Øst.mp4,same,same,east,5,target,1,,,
41,1698222285719,25/10/2023 08:24:45,1698229485719,2,25/10/2023 12:24:45,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,6,match,Screen 2,pevo7u,2,timedOut,,1002.1559999761594,1001.5350000000035,1002.1559999761594,1002.1559999761594,1001.5350000000035,1002.1559999761594,0,1002.1559999761594,0,0,,Time Limit,screen,0,screen,match,East 1.jpg,Øst.mp4,same,same,east,5,target,1,,,
42,1698222286019,25/10/2023 08:24:46,1698229486019,2,25/10/2023 12:24:46,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,6,match,Screen 3,z1irvt,3,timedOut,,301.1209999761559,300.4539999999979,301.1209999761559,301.1209999761559,300.4539999999979,301.1209999761559,1,301.1209999761559,0,0,,Time Limit,screen,0,screen,match,East 1.jpg,Øst.mp4,same,same,east,5,target,1,,,
43,1698222286030,25/10/2023 08:24:46,1698229486030,2,25/10/2023 12:24:46,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,6,match,Screen 4,9wlxvm,4,info,Video start,11.615999999999826,0,11.615999999999826,11.615999999999826,0,11.615999999999826,1,11.615999999999826,0,0,,Video,video,1,object-178,match,East 1.jpg,Øst.mp4,same,same,east,5,target,1,,,
44,1698222290883,25/10/2023 08:24:50,1698229490883,2,25/10/2023 12:24:50,142915,16,task-eu79,,32477455,nzv6tssh,9612157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,5120x1440,3164x1273,Accepted,,0,experiment list1,109,Not on phone,Accepted,,nsl_list1,6,match,Screen 4,9wlxvm,4,response,nomatch,4864.166999976158,4856.667999999998,4864.166999976158,4864.166999976158,4856.667999999998,4864.166999976158,1,4864.166999976158,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,East 1.jpg,Øst.mp4,same,same,east,5,target,1,,,
