Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
151,1696510122145,05/10/2023 12:48:42,1696517322145,2,05/10/2023 16:48:42,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,nomatch,Screen 2,zhfxqk,2,timedOut,,1001.0369999992545,1000.2639999999956,1001.0369999992545,1001.0369999992545,1000.2639999999956,1001.0369999992545,0,1001.0369999992545,0,0,,Time Limit,screen,0,screen,nomatch,Jump 1.jpg,Diplom.mp4,different,different,na,87,foil,1,,,
152,1696510122445,05/10/2023 12:48:42,1696517322445,2,05/10/2023 16:48:42,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,nomatch,Screen 3,d73ena,3,timedOut,,300.6729999977688,300.070000000007,300.6729999977688,300.6729999977688,300.070000000007,300.6729999977688,1,300.6729999977688,0,0,,Time Limit,screen,0,screen,nomatch,Jump 1.jpg,Diplom.mp4,different,different,na,87,foil,1,,,
153,1696510122493,05/10/2023 12:48:42,1696517322493,2,05/10/2023 16:48:42,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,nomatch,Screen 4,kfk7dt,4,info,Video start,48.07700000074203,32.69999999998254,48.07700000074203,48.07700000074203,32.69999999998254,48.07700000074203,0,48.07700000074203,0,0,,Video,video,1,object-204,nomatch,Jump 1.jpg,Diplom.mp4,different,different,na,87,foil,1,,,
154,1696510125945,05/10/2023 12:48:45,1696517325945,2,05/10/2023 16:48:45,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,12,nomatch,Screen 4,kfk7dt,4,response,nomatch,3498.602999997762,3483.2030000000086,3498.602999997762,3498.602999997762,3483.2030000000086,3498.602999997762,0,3498.602999997762,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Jump 1.jpg,Diplom.mp4,different,different,na,87,foil,1,,,
155,1696510126431,05/10/2023 12:48:46,1696517326431,2,05/10/2023 16:48:46,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,19,match,Screen 1,nmofvp,1,continue,,499.9210000000021,499.9210000000021,499.9210000000021,499.9210000000021,499.9210000000021,499.9210000000021,1,499.9210000000021,0,0,,Fixation Timing,,1,object-167,match,Children 2.jpg,Barn.mp4,same,different,children,28,target,1,,,
156,1696510127430,05/10/2023 12:48:47,1696517327430,2,05/10/2023 16:48:47,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,19,match,Screen 2,pevo7u,2,timedOut,,1000.4789999977511,999.8519999999844,1000.4789999977511,1000.4789999977511,999.8519999999844,1000.4789999977511,0,1000.4789999977511,0,0,,Time Limit,screen,0,screen,match,Children 2.jpg,Barn.mp4,same,different,children,28,target,1,,,
157,1696510127730,05/10/2023 12:48:47,1696517327730,2,05/10/2023 16:48:47,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,19,match,Screen 3,z1irvt,3,timedOut,,300.6269999977667,300.0480000000098,300.6269999977667,300.6269999977667,300.0480000000098,300.6269999977667,1,300.6269999977667,0,0,,Time Limit,screen,0,screen,match,Children 2.jpg,Barn.mp4,same,different,children,28,target,1,,,
158,1696510127782,05/10/2023 12:48:47,1696517327782,2,05/10/2023 16:48:47,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,19,match,Screen 4,9wlxvm,4,info,Video start,51.83899999775691,37.61799999998766,51.83899999775691,51.83899999775691,37.61799999998766,51.83899999775691,1,51.83899999775691,0,0,,Video,video,1,object-178,match,Children 2.jpg,Barn.mp4,same,different,children,28,target,1,,,
159,1696510130830,05/10/2023 12:48:50,1696517330830,2,05/10/2023 16:48:50,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,19,match,Screen 4,9wlxvm,4,response,nomatch,3099.4309999999823,3082.834999999992,3099.4309999999823,3099.4309999999823,3082.834999999992,3099.4309999999823,1,3099.4309999999823,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Children 2.jpg,Barn.mp4,same,different,children,28,target,1,,,
160,1696510131313,05/10/2023 12:48:51,1696517331313,2,05/10/2023 16:48:51,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,20,match,Screen 1,nmofvp,1,continue,,500.33300000001327,500.33300000001327,500.33300000001327,500.33300000001327,500.33300000001327,500.33300000001327,1,500.33300000001327,0,0,,Fixation Timing,,1,object-167,match,Sail 2.jpg,Seil-båt.mp4,same,same,sail,18,target,1,,,
161,1696510132313,05/10/2023 12:48:52,1696517332313,2,05/10/2023 16:48:52,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,20,match,Screen 2,pevo7u,2,timedOut,,1000.810999999987,999.9510000000009,1000.810999999987,1000.810999999987,999.9510000000009,1000.810999999987,0,1000.810999999987,0,0,,Time Limit,screen,0,screen,match,Sail 2.jpg,Seil-båt.mp4,same,same,sail,18,target,1,,,
162,1696510132613,05/10/2023 12:48:52,1696517332613,2,05/10/2023 16:48:52,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,20,match,Screen 3,z1irvt,3,timedOut,,300.559999999241,299.987999999983,300.559999999241,300.559999999241,299.987999999983,300.559999999241,1,300.559999999241,0,0,,Time Limit,screen,0,screen,match,Sail 2.jpg,Seil-båt.mp4,same,same,sail,18,target,1,,,
163,1696510132660,05/10/2023 12:48:52,1696517332660,2,05/10/2023 16:48:52,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,20,match,Screen 4,9wlxvm,4,info,Video start,47.04000000074809,33.30100000000675,47.04000000074809,47.04000000074809,33.30100000000675,47.04000000074809,1,47.04000000074809,0,0,,Video,video,1,object-178,match,Sail 2.jpg,Seil-båt.mp4,same,same,sail,18,target,1,,,
164,1696510141708,05/10/2023 12:49:01,1696517341708,2,05/10/2023 16:49:01,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,20,match,Screen 4,9wlxvm,4,response,nomatch,9095.771999998513,9082.303000000014,9095.771999998513,9095.771999998513,9082.303000000014,9095.771999998513,1,9095.771999998513,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Sail 2.jpg,Seil-båt.mp4,same,same,sail,18,target,1,,,
165,1696510142196,05/10/2023 12:49:02,1696517342196,2,05/10/2023 16:49:02,142915,11,task-n49w,,32050231,wh8dvie9,9479027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1200,1920x1075,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,21,match,Screen 1,nmofvp,1,continue,,500.5539999999746,500.5539999999746,500.5539999999746,500.5539999999746,500.5539999999746,500.5539999999746,1,500.5539999999746,0,0,,Fixation Timing,,1,object-167,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
